indice_tiempo,sist_financ_margen_financ,sist_financ_margen_financ_ingresos_por_intereses,sist_financ_margen_financ_egresos_por_intereses,sist_financ_margen_financ_ajustes_cer_cvs,sist_financ_margen_financ_diferencias_cotizacion,sist_financ_margen_financ_resultado_titulos_valores,sist_financ_margen_financ_primas_por_pases,sist_financ_margen_financ_otros_resultados_financs,sist_financ_resultado_por_servicios,sist_financ_cargos_por_incobrabilidad,sist_financ_gastos_administracion,sist_financ_cargas_impositivas,sist_financ_ajustes_valuacion_prestamos_al_sector_publico,sist_financ_amortizacion_amparos,sist_financ_diversos,sist_financ_resultado_monetario,sist_financ_resultado_tot_antes_imp_ganancias,sist_financ_impuesto_ganancias,sist_financ_resultado_total,sist_financ_resultado_ajustado,bancos_priv_margen_financ,bancos_priv_margen_financ_ingresos_por_intereses,bancos_priv_margen_financ_egresos_por_intereses,bancos_priv_margen_financ_ajustes_cer_cvs,bancos_priv_margen_financ_diferencias_cotizacion,bancos_priv_margen_financ_resultado_titulos_valores,bancos_priv_margen_financ_primas_por_pases,bancos_priv_margen_financ_otros_resultados_financs,bancos_priv_resultado_por_servicios,bancos_priv_cargos_por_incobrabilidad,bancos_priv_gastos_administracion,bancos_priv_cargas_impositivas,bancos_priv_ajustes_valuacion_prestamos_al_sector_publico,bancos_priv_amortizacion_amparos,bancos_priv_diversos,bancos_priv_resultado_monetario,bancos_priv_resultado_tot_antes_imp_ganancias,bancos_priv_impuesto_ganancias,bancos_priv_resultado_total,bancos_priv_resultado_ajustado,bancos_priv_nac_margen_financ,bancos_priv_nac_margen_financ_ingresos_por_intereses,bancos_priv_nac_margen_financ_egresos_por_intereses,bancos_priv_nac_margen_financ_ajustes_cer_cvs,bancos_priv_nac_margen_financ_diferencias_cotizacion,bancos_priv_nac_margen_financ_resultado_titulos_valores,bancos_priv_nac_margen_financ_primas_por_pases,bancos_priv_nac_margen_financ_otros_resultados_financs,bancos_priv_nac_resultado_por_servicios,bancos_priv_nac_cargos_por_incobrabilidad,bancos_priv_nac_gastos_administracion,bancos_priv_nac_cargas_impositivas,bancos_priv_nac_ajustes_valuacion_prestamos_sector_publico,bancos_priv_nac_amortizacion_amparos,bancos_priv_nac_diversos,bancos_priv_nac_resultado_monetario,bancos_priv_nac_resultado_tot_antes_imp_ganancias,bancos_priv_nac_impuesto_ganancias,bancos_priv_nac_resultado_total,bancos_priv_nac_resultado_ajustado,bancos_priv_ext_margen_financ,bancos_priv_ext_margen_financ_ingresos_por_intereses,bancos_priv_ext_margen_financ_egresos_por_intereses,bancos_priv_ext_margen_financ_ajustes_cer_cvs,bancos_priv_ext_margen_financ_diferencias_cotizacion,bancos_priv_ext_margen_financ_resultado_titulos_valores,bancos_priv_ext_margen_financ_primas_por_pases,bancos_priv_ext_margen_financ_otros_resultados_financs,bancos_priv_ext_resultado_por_servicios,bancos_priv_ext_cargos_por_incobrabilidad,bancos_priv_ext_gastos_administracion,bancos_priv_ext_cargas_impositivas,bancos_priv_ext_ajustes_valuacion_prestamos_sector_publico,bancos_priv_ext_amortizacion_amparos,bancos_priv_ext_diversos,bancos_priv_ext_resultado_monetario,bancos_priv_ext_resultado_tot_antes_imp_ganancias,bancos_priv_ext_impuesto_ganancias,bancos_priv_ext_resultado_total,bancos_priv_ext_resultado_ajustado,bancos_pub_margen_financ,bancos_pub_margen_financ_ingresos_por_intereses,bancos_pub_margen_financ_egresos_por_intereses,bancos_pub_margen_financ_ajustes_cer_cvs,bancos_pub_margen_financ_diferencias_cotizacion,bancos_pub_margen_financ_resultado_titulos_valores,bancos_pub_margen_financ_primas_por_pases,bancos_pub_margen_financ_otros_resultados_financs,bancos_pub_resultado_por_servicios,bancos_pub_cargos_por_incobrabilidad,bancos_pub_gastos_administracion,bancos_pub_cargas_impositivas,bancos_pub_ajustes_valuacion_prestamos_al_sector_publico,bancos_pub_amortizacion_amparos,bancos_pub_diversos,bancos_pub_resultado_monetario,bancos_pub_resultado_tot_antes_imp_ganancias,bancos_pub_impuesto_ganancias,bancos_pub_resultado_total,bancos_pub_resultado_ajustado,enti_finan_no_banc_margen_financ,enti_finan_no_banc_margen_financ_ingresos_por_intereses,enti_finan_no_banc_margen_financ_egresos_por_intereses,enti_finan_no_banc_margen_financ_ajustes_cer_cvs,enti_finan_no_banc_margen_financ_diferencias_cotizacion,enti_finan_no_banc_margen_financ_resultado_titulos_valores,enti_finan_no_banc_margen_financ_primas_por_pases,enti_finan_no_banc_margen_financ_otros_resultados_financs,enti_finan_no_banc_resultado_por_servicios,enti_finan_no_banc_cargos_por_incobrabilidad,enti_finan_no_banc_gastos_administracion,enti_finan_no_banc_cargas_impositivas,enti_finan_no_banc_ajustes_valuacion_prestamos_sector_pub,enti_finan_no_banc_amortizacion_amparos,enti_finan_no_banc_diversos,enti_finan_no_banc_resultado_monetario,enti_finan_no_banc_resultado_tot_antes_imp_ganancias,enti_finan_no_banc_impuesto_ganancias,enti_finan_no_banc_resultado_total,enti_finan_no_banc_resultado_ajustado
2011-06-01,3270.7019999999993,3383.3839999999996,-1551.67,148.641,252.537,1025.067,60.572,-47.829,1816.78,-202.645,-3132.261,-492.039,-24.367,-26.047,413.342,0.0,1623.465,-489.849,1133.616,1184.03,2088.6800000000007,2291.8250000000003,-862.3399999999999,25.359,174.524,459.001,28.747999999999998,-28.437,1266.061,-153.322,-2003.223,-359.423,-0.036,-12.27,231.403,0.0,1057.8700000000001,-376.785,681.085,693.391,1006.8429999999997,1173.4679999999998,-493.85200000000003,4.51,64.974,267.509,10.873000000000003,-20.639,621.01,-125.251,-1034.806,-195.786,0.0,-2.435,108.912,0.0,378.48699999999997,-119.225,259.262,261.697,1081.8369999999998,1118.3569999999997,-368.48799999999994,20.849,109.55,191.492,17.875000000000004,-7.798,645.0509999999999,-28.070999999999998,-968.4169999999999,-163.637,-0.036,-9.835,122.49099999999999,0.0,679.383,-257.56,421.823,431.69399999999996,1043.9049999999997,895.7159999999999,-627.071,123.377,74.726,563.728,31.358999999999998,-17.93,509.631,-40.756,-1042.354,-116.817,-24.33,-13.737,173.872,0.0,489.414,-82.039,407.375,445.442,138.11699999999882,195.8429999999994,-62.25900000000013,-0.09500000000000597,3.287000000000006,2.338000000000079,0.46500000000000696,-1.4619999999999997,41.087999999999965,-8.567000000000007,-86.6840000000002,-15.798999999999978,-0.001000000000002589,-0.040000000000000924,8.066999999999979,0.0,76.18099999999993,-31.024999999999977,45.15599999999995,45.197
2011-07-01,3797.187999999999,3653.2389999999996,-1661.388,141.174,300.35,1251.617,137.47,-25.274,1777.772,-330.194,-3007.328,-483.751,-23.346,-21.239,149.942,0.0,1859.0439999999999,-644.188,1214.856,1259.441,2339.1540000000005,2450.654,-913.3969999999999,23.525,195.033,566.114,19.163999999999998,-1.939,1258.534,-235.215,-1962.731,-353.845,0.005,-8.708,71.257,0.0,1108.451,-381.997,726.454,735.157,1115.3659999999998,1260.7709999999997,-519.783,4.287,73.857,300.166,3.9709999999999983,-7.903,610.438,-122.349,-987.899,-200.619,0.0,-2.459,106.705,0.0,519.183,-154.114,365.069,367.528,1223.7879999999998,1189.883,-393.61400000000003,19.238,121.17599999999999,265.948,15.192999999999998,5.9639999999999995,648.096,-112.866,-974.832,-153.226,0.005,-6.249,-35.44799999999999,0.0,589.268,-227.88299999999998,361.385,367.629,1318.754,1000.732,-679.287,117.74,101.106,682.496,118.086,-22.119,473.154,-81.691,-957.233,-114.317,-23.351,-12.505,70.737,0.0,673.548,-238.522,435.026,470.882,139.27999999999884,201.8529999999996,-68.70399999999995,-0.09099999999998687,4.211000000000041,3.006999999999948,0.22000000000000242,-1.216000000000001,46.08399999999983,-13.288000000000011,-87.36400000000026,-15.588999999999942,-9.948639134726989e-16,-0.0259999999999998,7.9480000000000075,0.0,77.04499999999996,-23.668999999999983,53.375999999999976,53.40199999999993
2011-08-01,3814.9550000000004,3797.79,-1749.347,140.288,385.472,1169.855,70.682,0.215,1885.708,-300.932,-3119.676,-517.806,-23.699,-22.872,225.73,0.0,1941.408,-674.939,1266.469,1313.04,2395.5160000000005,2531.318,-978.3829999999999,25.542,238.833,502.389,46.911,28.906,1357.655,-219.624,-2026.865,-370.075,-0.003,-10.267,100.097,0.0,1226.434,-414.434,812.0,822.27,1120.089,1271.656,-551.596,3.362,91.77,283.657,15.261000000000001,5.979,654.649,-111.029,-1015.435,-198.994,0.0,-3.261,72.817,0.0,518.836,-169.841,348.995,352.25600000000003,1275.427,1259.662,-426.78700000000003,22.18,147.063,218.732,31.65,22.927,703.006,-108.595,-1011.4300000000001,-171.081,-0.003,-7.006,27.28,0.0,707.598,-244.59300000000002,463.005,470.01399999999995,1277.8899999999999,1057.9189999999999,-696.181,114.834,142.868,662.796,23.238999999999997,-27.585,481.212,-60.25,-996.534,-131.256,-23.696,-12.599,107.652,0.0,642.419,-237.379,405.04,441.335,141.54899999999998,208.55299999999988,-74.78300000000002,-0.08799999999999386,3.7709999999999866,4.669999999999959,0.5320000000000036,-1.105999999999998,46.84100000000012,-21.05800000000002,-96.27699999999982,-16.47500000000008,-1.1362438767648086e-16,-0.006000000000000227,17.980999999999995,0.0,72.555,-23.12599999999992,49.42900000000009,49.434999999999945
2011-09-01,2646.472,3944.901,-1762.494,151.789,153.251,265.368,61.642999999999994,-167.986,1916.005,-331.264,-3155.971,-508.268,-25.396,-23.641,395.351,0.0,913.288,-306.588,606.7,655.737,1540.065,2624.886,-985.296,24.97,168.221,-174.564,31.062999999999995,-149.215,1388.038,-228.847,-2076.626,-381.888,-0.025,-10.93,268.726,0.0,498.51300000000003,-252.717,245.796,256.751,967.6520000000003,1343.6180000000002,-546.057,3.564,57.253,172.097,4.688000000000001,-67.511,689.0,-145.608,-1074.891,-206.445,0.0,-2.091,153.138,0.0,380.755,-123.069,257.686,259.777,572.4130000000002,1281.2680000000003,-439.239,21.406,110.968,-346.661,26.374999999999996,-81.704,699.038,-83.239,-1001.735,-175.44299999999998,-0.025,-8.839,115.588,0.0,117.758,-129.648,-11.89,-3.0260000000000002,965.57,1102.479,-698.92,126.914,-18.551,441.375,30.485,-18.212,491.371,-76.529,-984.939,-109.784,-25.369,-12.711,112.105,0.0,359.714,-22.144,337.57,375.65,140.837,217.5359999999996,-78.27800000000002,-0.09500000000001307,3.580999999999989,-1.443000000000012,0.09499999999999886,-0.5589999999999975,36.596000000000004,-25.888000000000005,-94.40599999999995,-16.596000000000004,-0.002000000000001022,0.0,14.519999999999982,0.0,55.061000000000064,-31.727000000000004,23.33400000000006,23.336000000000013
2011-10-01,5451.528000000001,4268.206,-1978.7640000000001,163.019,364.195,2339.768,55.358000000000004,239.746,1940.478,-459.003,-3282.368,-580.017,-26.681,-28.176,288.785,0.0,3304.5460000000003,-1229.923,2074.623,2129.48,3368.092,2882.091,-1137.862,26.143,236.561,1086.571,24.976,249.612,1400.537,-321.599,-2145.359,-413.605,0.019,-15.258,61.161,0.0,1933.988,-665.845,1268.143,1283.382,1436.838,1453.982,-616.06,3.921,85.262,428.003,-5.946000000000003,87.676,677.614,-166.46,-1069.907,-222.676,0.0,-2.581,47.926,0.0,700.754,-275.309,425.445,428.026,1931.2540000000001,1428.109,-521.802,22.222,151.299,658.5680000000001,30.921999999999997,161.936,722.923,-155.13899999999998,-1075.452,-190.929,0.019,-12.677,13.235,0.0,1233.234,-390.536,842.698,855.356,1933.7089999999998,1154.4449999999997,-747.446,136.97,123.366,1247.642,30.229,-11.497,492.163,-113.884,-1043.382,-148.557,-26.7,-12.915,213.082,0.0,1293.516,-540.038,753.478,793.093,149.72700000000123,231.67000000000053,-93.45600000000013,-0.09399999999999409,4.268000000000001,5.555000000000064,0.1530000000000058,1.6310000000000002,47.77800000000002,-23.519999999999982,-93.62699999999995,-17.855000000000018,-1.6479873021779667e-15,-0.0030000000000001137,14.54200000000003,0.0,77.04199999999992,-24.039999999999964,53.00199999999995,53.00500000000011
2011-11-01,3789.7960000000003,4644.96,-2230.562,134.11,198.292,788.384,53.013000000000005,201.599,1944.366,-270.626,-3342.94,-572.304,-24.224,-25.279,116.099,0.0,1614.8880000000001,-471.458,1143.43,1192.933,2492.8860000000004,3094.981,-1342.294,21.691,115.501,362.381,32.009,208.617,1376.071,-178.878,-2167.061,-418.74,-0.009,-10.393,100.635,0.0,1194.511,-416.317,778.194,788.596,1227.697,1564.201,-705.514,3.314,29.962,274.119,-4.154,65.769,680.315,-99.903,-1094.302,-224.115,0.0,-2.468,62.087,0.0,549.311,-226.604,322.707,325.175,1265.1889999999999,1530.78,-636.78,18.377,85.539,88.262,36.163,142.848,695.7560000000001,-78.975,-1072.759,-194.625,-0.009,-7.925000000000001,38.548,0.0,645.1999999999999,-189.713,455.48699999999997,463.421,1159.582,1309.77,-779.956,112.498,80.167,428.113,20.443,-11.453,519.095,-70.282,-1078.791,-134.843,-24.214,-14.886,0.04,0.0,355.701,-33.999,321.702,360.802,137.32799999999952,240.20899999999983,-108.31199999999967,-0.07899999999998997,2.6239999999999952,-2.109999999999957,0.561000000000007,4.435000000000002,49.200000000000045,-21.466000000000008,-97.08800000000019,-18.721000000000004,-0.0010000000000015639,0.0,15.423999999999992,0.0,64.6760000000001,-21.141999999999996,43.534000000000106,43.53499999999997
2011-12-01,4968.416000000001,5182.049000000001,-2375.397,113.087,193.151,1958.75,71.72800000000001,-174.952,2073.858,-420.511,-3465.76,-735.59,-20.996,-32.938,321.108,0.0,2687.587,-695.253,1992.334,2046.268,3161.7169999999996,3477.14,-1482.356,21.967,139.55,1107.279,61.774,-163.637,1506.674,-305.499,-2242.094,-464.934,0.013,-16.0,213.082,0.0,1852.959,-404.641,1448.318,1464.305,1432.3179999999995,1779.3329999999999,-786.8430000000001,3.631,28.595,480.813,11.7,-84.911,741.17,-176.193,-1121.478,-241.159,0.0,-3.189,110.513,0.0,741.9820000000001,-173.114,568.868,572.057,1729.3990000000003,1697.8070000000002,-695.513,18.336000000000002,110.955,626.466,50.074,-78.726,765.504,-129.306,-1120.616,-223.775,0.013,-12.811,102.56900000000002,0.0,1110.977,-231.52700000000002,879.45,892.248,1674.0079999999998,1464.2699999999998,-774.006,91.189,50.603,846.296,9.472000000000001,-13.816,513.606,-92.722,-1128.47,-252.804,-21.009,-16.938,90.712,0.0,766.383,-266.328,500.055,538.002,132.69100000000162,240.6390000000015,-119.03500000000008,-0.0689999999999884,2.9979999999999905,5.1749999999999545,0.4820000000000064,2.5010000000000048,53.5780000000002,-22.29000000000002,-95.19599999999991,-17.852000000000032,1.6774776012695725e-15,0.0,17.31400000000002,0.0,68.24500000000006,-24.28400000000005,43.96100000000001,43.96100000000001
2012-01-01,4262.271,5172.218999999999,-2485.095,132.88,253.713,1021.293,205.84799999999998,-38.587,2002.661,-426.151,-3535.215,-610.784,-22.883,-11.6,388.89,0.0,2047.1889999999999,-736.996,1310.193,1344.676,2629.5280000000002,3470.8250000000003,-1537.207,23.716,142.131,478.11,78.592,-26.639,1481.347,-276.526,-2353.375,-432.601,-0.002,-5.534,178.868,0.0,1221.705,-457.395,764.31,769.846,1245.0890000000002,1760.0610000000001,-846.751,3.284,49.187,284.64,28.781,-34.113,720.802,-140.833,-1153.171,-230.115,0.0,-2.024,97.979,0.0,537.727,-158.021,379.706,381.73,1384.439,1710.7640000000001,-690.4559999999999,20.432,92.94399999999999,193.47,49.811,7.474,760.545,-135.693,-1200.204,-202.486,-0.002,-3.51,80.889,0.0,683.9780000000001,-299.374,384.60400000000004,388.11600000000004,1500.7310000000002,1454.2600000000002,-825.705,109.256,107.504,542.333,126.15500000000002,-13.072,456.116,-126.104,-1086.864,-159.109,-22.881,-6.066,202.011,0.0,757.8340000000001,-255.859,501.975,530.922,132.01199999999926,247.13399999999865,-122.18299999999977,-0.09200000000000585,4.078000000000003,0.8500000000000227,1.1009999999999707,1.1239999999999952,65.19800000000009,-23.521000000000015,-94.97600000000011,-19.073999999999955,1.1084883011491797e-15,0.0,8.010999999999996,0.0,67.64999999999998,-23.741999999999962,43.908000000000015,43.9079999999999
2012-02-01,4647.429,5184.067999999999,-2345.97,140.114,204.141,1341.186,172.202,-48.312,1903.047,-354.797,-3479.251,-657.193,-27.38,-12.496,46.136,0.0,2065.495,-648.396,1417.099,1456.975,2817.745,3294.988,-1377.795,24.562,122.353,709.432,70.717,-26.512,1380.325,-231.832,-2302.49,-460.354,0.001,-6.729,116.964,0.0,1313.63,-467.563,846.067,852.795,1326.8380000000002,1683.155,-776.3509999999999,3.613,42.489,368.298,29.123999999999995,-23.49,672.485,-129.026,-1144.692,-248.713,0.0,-1.929,85.08200000000001,0.0,560.045,-173.09,386.955,388.88399999999996,1490.9070000000006,1611.8330000000003,-601.4439999999998,20.948999999999998,79.864,341.13399999999996,41.59300000000001,-3.0220000000000002,707.8399999999999,-102.806,-1157.798,-211.641,0.001,-4.800000000000001,31.882,0.0,753.585,-294.473,459.112,463.91100000000006,1686.372,1639.423,-854.299,115.656,78.396,628.224,100.32,-21.348,456.127,-95.588,-1081.72,-177.781,-27.381,-5.767,-80.553,0.0,673.709,-153.515,520.194,553.342,143.3119999999999,249.6569999999997,-113.87599999999975,-0.10400000000000276,3.391999999999996,3.529999999999859,1.1650000000000063,-0.4519999999999982,66.59500000000003,-27.377000000000066,-95.04100000000017,-19.057999999999993,1.2221126888256606e-15,0.0,9.724999999999994,0.0,78.15599999999995,-27.317999999999984,50.837999999999965,50.837999999999965
2012-03-01,5019.803,5277.921,-2461.5220000000004,177.321,226.004,1661.435,147.20700000000002,-8.563,2229.367,-448.208,-3634.948,-668.563,-28.74,-17.337,243.042,0.0,2694.416,-924.338,1770.078,1816.155,3181.8979999999992,3569.043,-1408.045,29.546,171.115,733.972,73.707,12.56,1596.727,-343.954,-2441.838,-475.946,0.001,-9.499,174.028,0.0,1681.417,-570.16,1111.257,1120.755,1472.3220000000003,1830.813,-807.257,4.291,48.557,379.612,32.878,-16.572,793.793,-179.305,-1214.995,-250.733,0.0,-2.989,51.982,0.0,670.075,-216.073,454.002,456.991,1709.5760000000002,1738.23,-600.788,25.255,122.558,354.36,40.82900000000001,29.131999999999998,802.934,-164.649,-1226.8429999999998,-225.21300000000002,0.001,-6.51,122.046,0.0,1011.3420000000001,-354.087,657.2550000000001,663.7640000000001,1689.5729999999999,1442.9289999999999,-935.318,147.871,51.836,929.01,72.792,-19.547,560.212,-76.309,-1090.538,-170.013,-28.741,-7.838,60.177,0.0,936.5229999999999,-324.112,612.411,648.99,148.3320000000008,265.94900000000007,-118.15900000000033,-0.09600000000001074,3.0529999999999973,-1.5470000000000255,0.7080000000000268,-1.5760000000000005,72.42800000000011,-27.944999999999993,-102.57199999999966,-22.603999999999928,1.2221126888256606e-15,0.0,8.837000000000018,0.0,76.47599999999977,-30.065999999999917,46.409999999999854,46.409999999999854
2012-04-01,4400.3240000000005,5085.078,-2352.858,145.165,221.228,1158.291,154.309,-10.889,2119.347,-381.696,-3615.51,-646.6,-26.478,-15.627,71.234,0.0,1904.994,-579.704,1325.29,1367.395,2911.2949999999996,3392.1169999999997,-1320.259,25.754,132.983,570.138,98.506,12.056,1546.145,-262.465,-2414.272,-475.644,0.0,-9.39,92.144,0.0,1387.813,-456.211,931.602,940.992,1357.0109999999997,1719.003,-772.019,3.593,42.594,321.98,49.433,-7.573,736.095,-177.904,-1206.869,-248.745,0.0,-3.243,71.779,0.0,528.124,-145.699,382.425,385.668,1554.2839999999999,1673.1139999999998,-548.24,22.161,90.38900000000001,248.158,49.073,19.629,810.05,-84.561,-1207.4029999999998,-226.899,0.0,-6.147,20.365000000000002,0.0,859.6890000000001,-310.512,549.177,555.3240000000001,1335.7599999999998,1430.551,-921.128,119.507,85.174,586.463,55.338,-20.145,500.845,-86.694,-1100.611,-150.537,-26.476,-6.237,-29.247,0.0,436.803,-94.068,342.735,375.448,153.26900000000114,262.41000000000076,-111.471,-0.0960000000000143,3.070999999999998,1.6899999999999409,0.4650000000000034,-2.799999999999999,72.3570000000002,-32.537000000000035,-100.62700000000041,-20.418999999999983,-0.0020000000000024443,0.0,8.336999999999989,0.0,80.37799999999993,-29.424999999999955,50.952999999999975,50.95500000000004
2012-05-01,4472.231000000002,5350.2300000000005,-2439.468,159.36,282.979,785.778,200.676,132.676,2366.191,-472.901,-4019.094,-694.733,-30.254,-14.88,193.948,0.0,1800.5079999999998,-619.302,1181.206,1226.34,2994.657,3578.237,-1344.2870000000003,28.413,178.612,295.795,110.107,147.78,1666.226,-358.372,-2583.925,-504.087,-0.004,-7.75,144.403,0.0,1351.148,-477.925,873.223,880.977,1459.727,1796.5690000000002,-771.4290000000001,4.124,33.998,286.763,56.44499999999999,53.257,831.459,-188.738,-1343.295,-272.334,0.0,-2.32,98.455,0.0,582.954,-162.797,420.157,422.477,1534.9299999999998,1781.668,-572.858,24.289,144.614,9.032,53.662,94.52300000000001,834.7669999999999,-169.63400000000001,-1240.63,-231.75300000000001,-0.004,-5.43,45.948,0.0,768.194,-315.128,453.06600000000003,458.50000000000006,1307.1900000000003,1486.453,-976.859,131.107,101.608,486.207,90.111,-11.437,623.487,-84.35,-1322.713,-169.673,-30.25,-7.13,35.982,0.0,352.543,-109.246,243.297,280.677,170.38400000000092,285.5400000000004,-118.32199999999966,-0.15999999999998593,2.758999999999986,3.7760000000000105,0.4579999999999842,-3.6670000000000016,76.47799999999961,-30.17900000000003,-112.45600000000013,-20.972999999999956,-1.3357370765021415e-15,0.0,13.563000000000017,0.0,96.81699999999995,-32.13100000000003,64.68599999999992,64.68599999999992
2012-06-01,5639.493,5291.448,-2311.278,157.661,358.261,2079.639,130.231,-66.469,2313.633,-594.125,-4104.377,-749.257,-27.574,-17.492,435.678,0.0,2895.9790000000003,-1082.053,1813.926,1858.992,3286.96,3516.007,-1267.646,28.05,209.715,760.254,77.576,-36.996,1643.094,-417.323,-2570.538,-535.079,0.004,-12.332,158.076,0.0,1552.862,-533.124,1019.738,1032.066,1444.428,1773.189,-715.166,3.875,55.424,323.707,33.614,-30.215,816.139,-243.876,-1313.67,-296.671,0.0,-3.903,204.423,0.0,606.87,-203.871,402.999,406.90200000000004,1842.5319999999997,1742.8179999999998,-552.48,24.175,154.291,436.547,43.962,-6.781,826.955,-173.447,-1256.868,-238.408,0.004,-8.429,-46.347,0.0,945.992,-329.253,616.739,625.164,2188.419,1496.3700000000001,-925.8249999999999,129.666,145.643,1316.427,51.114999999999995,-24.977,597.431,-143.855,-1418.52,-191.974,-27.578,-5.16,266.509,0.0,1265.272,-516.932,748.34,781.078,164.1140000000005,279.07100000000037,-117.80700000000002,-0.05499999999999616,2.90300000000002,2.9580000000001974,1.5400000000000063,-4.495999999999988,73.10799999999972,-32.947,-115.31900000000041,-22.20399999999995,-2.2169766022983595e-15,0.0,11.09299999999999,0.0,77.8449999999998,-31.99700000000007,45.84799999999973,45.847999999999956
2012-07-01,5784.001,5668.728,-2449.85,176.117,364.412,1729.687,279.133,15.774,2380.188,-487.362,-3975.109,-734.119,-27.118,-13.836,177.397,0.0,3104.042,-1094.009,2010.033,2050.987,3350.386,3742.111,-1372.296,39.762,212.51,620.202,65.308,42.789,1700.3,-345.974,-2567.18,-518.936,0.0,-7.374,146.959,0.0,1758.181,-581.093,1177.088,1184.462,1515.7890000000002,1853.345,-766.757,7.534,48.781,357.896,23.490999999999996,-8.501,845.31,-188.182,-1300.217,-281.573,0.0,-2.299,91.45700000000001,0.0,680.285,-220.186,460.099,462.39799999999997,1834.597,1888.766,-605.5390000000001,32.227999999999994,163.72899999999998,262.306,41.817,51.29,854.99,-157.792,-1266.963,-237.363,0.0,-5.074999999999999,55.501999999999995,0.0,1077.8960000000002,-360.90700000000004,716.989,722.0640000000001,2275.159,1637.317,-949.223,136.451,149.215,1111.531,212.487,-22.619,602.15,-112.88,-1293.114,-191.405,-27.118,-6.462,20.691,0.0,1267.0210000000002,-488.456,778.565,812.145,158.45600000000013,289.3000000000002,-128.3309999999999,-0.09600000000000364,2.6869999999999834,-2.046000000000049,1.3379999999999797,-4.396000000000001,77.73800000000006,-28.508000000000038,-114.81500000000005,-23.77800000000002,0.0,0.0,9.746999999999986,0.0,78.83999999999992,-24.460000000000036,54.37999999999988,54.38000000000011
2012-08-01,5246.650000000001,5853.372,-2664.794,152.076,368.474,1470.459,121.914,-54.851,2460.036,-566.359,-4044.936,-789.916,-26.312,-20.236,183.46,0.0,2442.3869999999997,-780.519,1661.868,1708.416,3321.9329999999995,3870.4030000000002,-1505.2440000000001,25.075,228.352,679.968,51.07299999999999,-27.694,1748.215,-442.418,-2596.086,-562.102,0.0,-14.271,97.852,0.0,1553.123,-532.326,1020.797,1035.068,1486.636,1944.5819999999999,-845.394,3.865,61.279,330.976,23.696,-32.368,867.053,-200.508,-1321.856,-303.792,0.0,-9.255,97.949,0.0,616.227,-182.524,433.703,442.95799999999997,1835.2970000000003,1925.8210000000001,-659.8499999999999,21.21,167.07299999999998,348.992,27.376999999999995,4.6739999999999995,881.162,-241.91,-1274.23,-258.31,0.0,-5.016,-0.09699999999999953,0.0,936.896,-349.802,587.0939999999999,592.1099999999999,1763.544,1685.836,-1025.006,127.378,137.709,791.677,69.69500000000001,-23.745,627.395,-94.662,-1331.014,-203.733,-26.311,-5.965,58.642,0.0,787.896,-213.323,574.573,606.849,161.17300000000114,297.1329999999998,-134.54399999999964,-0.377000000000006,2.4129999999999825,-1.1859999999999218,1.1460000000000008,-3.411999999999999,84.42600000000016,-29.278999999999996,-117.8360000000007,-24.081000000000017,-0.0010000000000012221,0.0,26.966000000000008,0.0,101.36800000000005,-34.870000000000005,66.49800000000005,66.49900000000002
2012-09-01,5619.383,5819.423,-2783.6960000000004,257.312,393.089,1870.476,105.335,-42.556,2393.589,-561.378,-3926.491,-768.473,-28.172,-58.502,244.294,0.0,2914.25,-971.345,1942.905,2029.579,3357.382,3829.861,-1551.4989999999998,35.147,222.724,798.549,37.205999999999996,-14.606,1697.935,-393.394,-2605.593,-538.098,0.0,-53.076,184.017,0.0,1649.1729999999998,-534.746,1114.427,1167.503,1549.9540000000004,1917.7730000000001,-868.636,11.607,54.555,433.853,20.969000000000005,-20.167,854.235,-200.092,-1329.945,-290.864,0.0,-47.92,115.556,0.0,650.924,-172.036,478.888,526.808,1807.428,1912.0880000000002,-682.863,23.54,168.169,364.69599999999997,16.237,5.561000000000001,843.7,-193.302,-1275.6480000000001,-247.234,0.0,-5.156,68.461,0.0,998.249,-362.71,635.539,640.6949999999999,2103.478,1690.9370000000001,-1093.04,221.972,167.807,1073.547,67.012,-24.757,612.982,-136.227,-1203.873,-206.933,-28.172,-5.426,34.83,0.0,1170.659,-403.545,767.114,800.712,158.52299999999968,298.625,-139.1570000000006,0.19300000000000495,2.558000000000021,-1.6199999999998909,1.1169999999999973,-3.192999999999996,82.67200000000003,-31.757000000000062,-117.02500000000009,-23.442000000000007,0.0,0.0,25.447000000000003,0.0,94.418,-33.053999999999974,61.36400000000003,61.36400000000003
